Air Quality Index,Water Quality Index,Deforestation loss(Mha),Label
277.877,7.708,24.424588,Moderately Bad
16.045,49.474,13.725042,Extremely Good
397.623,11.473,12.551621,Moderately Good
262.877,37.341,17.630444,Moderately Bad
131.282,30.583,14.889394,Extremely Good
254.29,82.508,19.313997,Extremely Bad
205.026,2.517,10.983079,Extremely Good
187.32,26.469,16.451774,Moderately Good
123.038,4.668,13.939456,Extremely Good
105.508,95.168,23.280379,Moderately Bad
487.812,28.431,14.136198,Moderately Good
360.546,40.691,14.827912,Moderately Good
361.219,61.774,14.081225,Moderately Bad
477.817,88.44,13.483576,Moderately Bad
478.248,66.925,19.511968,Extremely Bad
209.024,26.243,24.575538,Moderately Good
345.999,68.076,19.895496,Extremely Bad
130.377,98.276,12.985304,Moderately Good
95.455,8.0,11.567755,Extremely Good
454.438,44.617,19.848169,Moderately Bad
461.599,63.666,15.722527,Extremely Bad
105.184,61.188,17.107601,Moderately Bad
131.128,68.082,18.25411,Moderately Bad
286.87,74.002,18.007026,Extremely Bad
205.17,8.961,19.770382,Moderately Good
340.209,2.703,16.982068,Moderately Bad
442.128,78.761,18.553669,Extremely Bad
96.408,16.193,16.955167,Moderately Good
261.127,35.579,14.285464,Moderately Good
492.742,37.658,13.186477,Moderately Good
360.415,75.465,13.513748,Moderately Bad
431.053,60.519,19.740618,Extremely Bad
263.308,62.645,21.121607,Extremely Bad
455.776,24.973,20.343918,Moderately Bad
187.303,24.823,16.676549,Moderately Good
256.748,14.974,19.317596,Moderately Bad
354.935,17.785,22.601672,Moderately Bad
171.846,41.535,24.979601,Moderately Good
399.275,96.973,22.523931,Extremely Bad
12.999,85.397,19.998178,Moderately Bad
39.583,61.949,24.256133,Moderately Bad
203.874,74.038,21.183612,Moderately Bad
370.649,7.609,15.43283,Moderately Bad
70.202,9.369,15.111451,Moderately Good
467.755,81.628,19.474575,Extremely Bad
241.262,32.922,12.805517,Extremely Good
328.907,26.39,17.727883,Moderately Bad
285.637,70.677,19.004033,Extremely Bad
153.454,94.937,22.812276,Moderately Bad
136.402,39.276,11.997414,Extremely Good
24.73,99.959,11.931356,Moderately Good
104.955,33.211,14.228516,Extremely Good
170.439,43.272,24.143409,Moderately Good
459.503,40.371,10.614571,Moderately Good
429.567,21.207,23.400322,Moderately Bad
181.228,63.277,14.444678,Moderately Good
270.05,93.835,22.466255,Extremely Bad
42.503,88.091,11.352669,Moderately Good
182.4,59.088,12.334487,Moderately Good
98.956,42.365,18.671996,Moderately Good
9.296,25.741,16.67308,Moderately Good
389.702,64.786,11.753373,Moderately Bad
304.368,66.322,18.035199,Extremely Bad
235.368,96.698,17.612825,Moderately Bad
208.378,60.675,17.340786,Moderately Bad
161.793,46.988,10.203834,Extremely Good
42.907,67.486,13.224396,Moderately Good
292.552,60.924,19.041578,Extremely Bad
103.094,2.715,15.109074,Moderately Good
461.537,6.302,12.714018,Moderately Good
402.498,97.802,13.154094,Moderately Bad
33.408,32.44,21.610457,Moderately Good
435.702,53.51,19.983573,Extremely Bad
52.189,62.508,10.749624,Moderately Good
314.921,50.555,10.603416,Moderately Bad
127.555,83.835,13.088721,Moderately Good
413.171,66.748,11.21139,Moderately Bad
2.881,81.039,15.497753,Moderately Bad
218.148,53.642,23.370768,Moderately Bad
17.851,98.056,10.875187,Moderately Good
489.275,27.501,22.129413,Moderately Bad
205.646,69.56,14.909197,Moderately Good
248.308,45.673,22.872496,Moderately Good
174.222,78.352,17.602247,Moderately Bad
335.15,28.19,24.204809,Moderately Bad
74.415,63.282,24.499654,Moderately Bad
66.527,93.389,10.921021,Moderately Good
106.136,74.392,21.28716,Moderately Bad
445.39,85.139,15.188034,Extremely Bad
314.012,7.478,21.384654,Moderately Bad
443.837,46.858,24.691672,Moderately Bad
157.486,45.498,16.803255,Moderately Good
275.054,39.264,12.516863,Moderately Good
403.202,52.122,20.426415,Extremely Bad
464.267,23.328,11.781227,Moderately Good
361.1,94.599,11.324764,Moderately Bad
116.679,38.338,11.17364,Extremely Good
68.934,38.302,13.279415,Extremely Good
339.92,77.052,22.072728,Extremely Bad
87.331,1.635,21.583365,Moderately Good
17.428,28.206,12.351363,Extremely Good
264.597,55.549,20.834462,Extremely Bad
407.859,51.656,14.804753,Moderately Bad
305.768,42.175,14.799766,Moderately Good
335.124,10.171,24.926885,Moderately Bad
360.375,82.731,15.720855,Extremely Bad
20.4,65.326,10.324723,Moderately Good
295.046,22.008,23.125353,Moderately Bad
359.923,3.049,21.627446,Moderately Bad
458.807,73.439,19.369724,Extremely Bad
397.086,17.504,14.907898,Moderately Good
89.183,98.627,10.227553,Moderately Good
108.042,84.543,15.665758,Moderately Bad
59.824,10.637,18.190095,Moderately Good
24.0,50.664,15.161699,Moderately Bad
51.565,72.342,18.958394,Moderately Bad
454.162,88.411,19.253888,Extremely Bad
371.795,12.153,19.600228,Moderately Bad
302.514,73.808,22.766709,Extremely Bad
171.874,85.25,13.192387,Moderately Good
303.355,10.432,11.267778,Moderately Good
134.922,40.414,23.393033,Moderately Good
253.478,33.993,12.711555,Moderately Good
43.316,61.083,15.116832,Moderately Bad
123.367,37.668,13.664319,Extremely Good
50.899,9.448,16.892748,Moderately Good
475.502,71.828,22.562722,Extremely Bad
181.021,84.061,22.549635,Moderately Bad
289.935,72.22,12.645149,Moderately Bad
258.33,73.144,10.652303,Moderately Bad
427.511,59.356,18.523738,Extremely Bad
160.753,6.208,11.262683,Extremely Good
57.111,47.423,19.255654,Moderately Good
183.651,65.42,21.852052,Moderately Bad
123.536,81.904,18.008914,Moderately Bad
189.883,50.026,11.181855,Moderately Good
281.954,99.994,15.048546,Extremely Bad
145.056,18.836,24.973065,Moderately Good
36.573,40.566,22.361144,Moderately Good
2.962,52.834,11.47003,Moderately Good
295.238,42.285,15.104965,Moderately Bad
153.762,75.253,24.380372,Moderately Bad
236.74,58.087,10.344667,Moderately Good
215.73,50.736,17.061362,Moderately Bad
175.613,81.537,20.228589,Moderately Bad
484.733,10.055,22.45,Moderately Bad
399.718,61.385,15.063211,Extremely Bad
428.409,32.853,12.575962,Moderately Good
372.257,39.866,21.621602,Moderately Bad
453.413,4.149,10.154545,Moderately Good
463.34,88.495,11.73969,Moderately Bad
127.425,48.037,17.727253,Moderately Good
168.195,8.023,16.699054,Moderately Good
338.681,27.927,10.856625,Moderately Good
470.935,82.397,13.168567,Moderately Bad
157.905,61.934,20.332193,Moderately Bad
61.162,26.313,23.339874,Moderately Good
349.587,83.276,16.105634,Extremely Bad
484.966,87.14,16.198799,Extremely Bad
111.004,75.495,19.695936,Moderately Bad
87.121,66.535,22.196405,Moderately Bad
456.912,46.092,19.978924,Moderately Bad
37.967,96.979,11.521609,Moderately Good
447.791,93.457,24.249943,Extremely Bad
394.337,51.666,24.80428,Extremely Bad
433.299,83.95,24.115611,Extremely Bad
417.626,81.186,19.247069,Extremely Bad
361.627,65.128,21.653798,Extremely Bad
76.683,85.018,12.782755,Moderately Good
379.634,49.743,10.718182,Moderately Good
424.532,53.731,16.76687,Extremely Bad
236.269,84.718,10.769635,Moderately Good
466.24,55.887,15.782974,Extremely Bad
276.355,4.621,14.998168,Moderately Good
330.795,63.507,20.455634,Extremely Bad
213.569,84.964,19.480833,Moderately Bad
124.113,22.172,11.334561,Extremely Good
481.883,86.667,12.156139,Moderately Bad
246.273,24.964,24.815276,Moderately Good
314.387,94.149,14.708863,Moderately Bad
402.156,39.835,13.421168,Moderately Good
155.631,19.271,20.937816,Moderately Good
156.781,57.162,17.413338,Moderately Bad
443.857,13.38,13.150893,Moderately Good
487.974,30.27,11.679735,Moderately Good
385.557,77.273,19.386533,Extremely Bad
9.924,77.525,14.899294,Moderately Good
127.594,1.899,24.418448,Moderately Good
479.357,40.788,17.254471,Moderately Bad
404.178,60.644,11.999792,Moderately Bad
485.02,64.655,12.475722,Moderately Bad
249.956,50.352,20.791892,Moderately Bad
359.415,19.397,13.336651,Moderately Good
239.762,54.443,11.489426,Moderately Good
135.168,78.302,11.519224,Moderately Good
219.188,37.579,18.016728,Moderately Good
175.74,93.118,12.724084,Moderately Good
122.903,52.633,13.7429,Moderately Good
174.803,38.843,12.19136,Extremely Good
141.038,60.793,23.711229,Moderately Bad
383.893,8.018,11.601133,Moderately Good
308.013,25.059,21.575053,Moderately Bad
485.432,14.12,13.754506,Moderately Good
390.172,11.522,21.330576,Moderately Bad
218.423,82.829,21.848261,Moderately Bad
464.227,50.813,11.790489,Moderately Bad
367.341,90.211,10.887936,Moderately Bad
265.861,46.823,13.054486,Moderately Good
241.96,88.181,11.359476,Moderately Good
164.626,33.498,13.312958,Extremely Good
446.29,29.476,13.945226,Moderately Good
377.671,60.929,23.248624,Extremely Bad
256.876,69.145,20.530384,Extremely Bad
338.179,72.621,12.256946,Moderately Bad
237.094,87.322,16.975792,Moderately Bad
249.261,77.33,21.904667,Moderately Bad
103.118,59.426,11.525171,Moderately Good
356.605,32.557,12.461681,Moderately Good
344.657,23.63,10.036036,Moderately Good
98.339,81.54,24.771891,Moderately Bad
204.622,71.103,14.104318,Moderately Good
315.612,90.494,12.109859,Moderately Bad
13.284,22.771,11.774069,Extremely Good
423.207,27.825,19.380486,Moderately Bad
412.507,48.024,14.404702,Moderately Good
183.94,19.376,11.708449,Extremely Good
350.6,33.889,17.677987,Moderately Bad
367.989,26.512,20.852756,Moderately Bad
208.091,62.654,22.924587,Moderately Bad
63.204,60.259,12.928848,Moderately Good
328.491,42.384,10.239046,Moderately Good
492.831,10.324,22.980801,Moderately Bad
117.994,57.902,21.087191,Moderately Bad
273.412,98.745,18.986085,Extremely Bad
472.48,4.007,11.947351,Moderately Good
387.101,96.407,14.016668,Moderately Bad
97.203,72.839,13.362399,Moderately Good
113.767,56.141,22.726734,Moderately Bad
282.13,5.487,21.566953,Moderately Bad
448.222,33.911,11.710131,Moderately Good
92.104,4.42,16.766497,Moderately Good
467.155,55.031,24.420949,Extremely Bad
389.889,87.119,14.803,Moderately Bad
321.65,65.943,19.556184,Extremely Bad
416.614,82.096,17.991569,Extremely Bad
76.158,15.197,20.586341,Moderately Good
449.803,5.032,15.81812,Moderately Bad
261.687,58.058,21.725563,Extremely Bad
271.631,14.719,20.456558,Moderately Bad
288.523,23.293,23.037693,Moderately Bad
470.186,21.321,10.041276,Moderately Good
136.649,11.422,21.019878,Moderately Good
455.905,21.622,21.022931,Moderately Bad
88.33,50.674,24.272362,Moderately Bad
391.117,66.299,24.790938,Extremely Bad
116.305,43.369,13.50226,Extremely Good
75.269,36.537,21.060928,Moderately Good
132.368,5.613,19.722243,Moderately Good
143.534,63.206,18.137494,Moderately Bad
404.775,26.24,23.359731,Moderately Bad
123.148,64.713,24.570853,Moderately Bad
114.168,86.985,24.029191,Moderately Bad
188.77,81.452,20.11664,Moderately Bad
476.85,27.333,11.049833,Moderately Good
66.209,83.133,17.896812,Moderately Bad
429.244,32.491,14.044362,Moderately Good
216.98,52.268,21.158072,Moderately Bad
298.688,40.985,22.470166,Moderately Bad
224.395,30.081,24.241957,Moderately Good
33.674,86.101,11.332024,Moderately Good
362.607,39.401,21.281053,Moderately Bad
136.52,96.302,15.101522,Moderately Bad
403.154,19.515,11.525546,Moderately Good
144.51,7.909,11.157735,Extremely Good
119.552,60.806,24.094484,Moderately Bad
374.817,70.351,22.648368,Extremely Bad
439.76,7.475,22.710628,Moderately Bad
344.007,86.676,15.442865,Extremely Bad
116.759,88.975,11.769132,Moderately Good
277.733,95.618,14.662187,Moderately Bad
471.961,99.964,17.922484,Extremely Bad
226.614,26.501,21.541811,Moderately Good
295.302,98.733,22.099223,Extremely Bad
381.315,27.241,24.476341,Moderately Bad
155.221,4.256,11.370349,Extremely Good
431.1,8.773,20.160371,Moderately Bad
93.786,78.08,24.775628,Moderately Bad
43.687,67.337,18.78171,Moderately Bad
220.989,15.974,19.794623,Moderately Good
418.483,69.88,15.883944,Extremely Bad
376.497,86.658,23.200204,Extremely Bad
8.954,19.421,12.342309,Extremely Good
114.042,7.242,12.686896,Extremely Good
307.053,54.195,14.590034,Moderately Bad
56.419,60.317,15.536182,Moderately Bad
118.775,52.739,18.31859,Moderately Bad
305.127,93.351,14.108943,Moderately Bad
368.64,25.688,10.28426,Moderately Good
80.762,24.635,21.786263,Moderately Good
497.545,33.322,22.310023,Moderately Bad
364.292,70.324,10.314552,Moderately Bad
3.12,18.202,10.385062,Extremely Good
22.747,78.931,22.605808,Moderately Bad
450.744,62.435,19.176288,Extremely Bad
417.186,98.375,23.899176,Extremely Bad
110.319,62.521,18.880099,Moderately Bad
218.335,97.237,24.585311,Moderately Bad
125.239,19.862,19.386573,Moderately Good
452.872,15.504,10.745183,Moderately Good
429.508,67.009,13.367818,Moderately Bad
42.401,99.366,16.781723,Moderately Bad
407.674,86.646,12.040827,Moderately Bad
58.093,83.308,19.52515,Moderately Bad
113.691,76.493,11.281576,Moderately Good
65.924,60.968,15.251672,Moderately Bad
375.881,31.756,22.070298,Moderately Bad
328.358,44.805,12.017747,Moderately Good
340.503,82.559,24.528537,Extremely Bad
63.587,58.085,13.139448,Moderately Good
54.451,33.483,23.743021,Moderately Good
432.329,79.383,10.572067,Moderately Bad
361.454,23.916,10.439589,Moderately Good
419.654,57.867,22.158685,Extremely Bad
390.952,27.895,11.199772,Moderately Good
479.373,42.441,11.958585,Moderately Good
431.758,93.588,21.194941,Extremely Bad
186.219,37.924,13.349524,Extremely Good
499.416,78.958,15.452207,Extremely Bad
225.757,74.449,17.118503,Moderately Bad
461.602,95.022,21.43932,Extremely Bad
182.293,34.741,10.698748,Extremely Good
58.443,28.535,11.429269,Extremely Good
46.485,71.586,16.0355,Moderately Bad
193.122,42.34,14.999258,Extremely Good
466.621,28.059,18.354673,Moderately Bad
217.177,73.513,13.769154,Moderately Good
391.429,91.972,18.367949,Extremely Bad
386.789,79.511,14.770582,Moderately Bad
127.313,30.346,18.238528,Moderately Good
395.129,30.904,14.819803,Moderately Good
436.418,95.607,13.357599,Moderately Bad
67.067,79.439,14.890243,Moderately Good
41.823,64.827,22.328105,Moderately Bad
445.53,53.117,16.290372,Extremely Bad
409.202,53.426,22.078928,Extremely Bad
46.178,50.588,18.118891,Moderately Bad
359.249,43.208,20.858688,Moderately Bad
62.432,45.45,13.52422,Extremely Good
141.789,87.085,23.013189,Moderately Bad
288.302,50.876,15.399786,Extremely Bad
162.492,80.554,21.176662,Moderately Bad
142.16,21.26,21.57231,Moderately Good
472.986,81.41,17.458672,Extremely Bad
229.378,0.42,14.419532,Extremely Good
441.171,25.541,14.936765,Moderately Good
452.415,58.474,19.452194,Extremely Bad
193.645,55.044,12.906414,Moderately Good
381.733,15.413,10.41825,Moderately Good
51.954,22.068,12.936071,Extremely Good
332.753,84.369,19.212939,Extremely Bad
471.564,56.426,21.555184,Extremely Bad
110.461,47.323,21.693439,Moderately Good
86.874,24.744,21.925252,Moderately Good
442.559,91.01,11.333063,Moderately Bad
62.371,14.342,22.311431,Moderately Good
245.771,29.216,16.961727,Moderately Good
417.101,81.632,13.62368,Moderately Bad
321.942,88.683,15.694333,Extremely Bad
301.839,41.687,23.08301,Moderately Bad
335.229,52.147,16.976769,Extremely Bad
121.973,17.173,23.617506,Moderately Good
37.518,98.685,19.264699,Moderately Bad
24.153,1.296,22.249447,Moderately Good
422.821,54.577,12.526093,Moderately Bad
340.491,79.612,17.783911,Extremely Bad
438.18,6.969,22.670862,Moderately Bad
43.791,17.119,16.898313,Moderately Good
126.372,52.226,11.331341,Moderately Good
79.79,46.085,23.313171,Moderately Good
139.897,86.421,14.116289,Moderately Good
493.597,24.612,10.366859,Moderately Good
307.987,72.196,11.993734,Moderately Bad
457.412,22.934,17.722211,Moderately Bad
433.674,32.933,18.484898,Moderately Bad
104.498,45.04,19.714537,Moderately Good
236.621,57.8,13.425561,Moderately Good
461.577,69.584,22.047705,Extremely Bad
58.121,88.075,13.368448,Moderately Good
183.191,55.934,15.34338,Moderately Bad
480.299,94.245,10.428288,Moderately Bad
377.522,65.903,10.015306,Moderately Bad
479.865,12.066,12.065303,Moderately Good
255.085,54.236,11.618494,Moderately Bad
271.298,76.879,14.474531,Moderately Bad
189.897,66.896,23.291721,Moderately Bad
438.117,33.47,23.864779,Moderately Bad
187.274,73.671,20.091983,Moderately Bad
273.406,99.426,18.244535,Extremely Bad
330.83,15.009,20.630079,Moderately Bad
156.132,69.306,19.683911,Moderately Bad
221.552,97.759,16.079554,Moderately Bad
474.725,22.484,16.902598,Moderately Bad
204.625,54.56,23.991876,Moderately Bad
59.025,60.128,18.683645,Moderately Bad
37.484,23.641,24.49303,Moderately Good
374.726,27.596,22.304991,Moderately Bad
391.661,92.376,12.749965,Moderately Bad
71.477,30.552,15.672164,Moderately Good
373.67,18.248,23.952101,Moderately Bad
257.247,84.686,24.458713,Extremely Bad
449.262,69.549,22.497236,Extremely Bad
1.239,94.078,20.744946,Moderately Bad
291.331,25.447,12.419514,Moderately Good
328.412,59.046,14.049716,Moderately Bad
190.945,91.488,10.262052,Moderately Good
354.397,14.291,24.146952,Moderately Bad
271.75,84.028,19.534865,Extremely Bad
14.905,54.762,13.701152,Moderately Good
352.746,74.36,11.281612,Moderately Bad
472.075,80.821,18.376893,Extremely Bad
449.477,27.945,15.562578,Moderately Bad
51.378,57.871,21.328445,Moderately Bad
178.59,49.418,18.974219,Moderately Good
32.212,4.072,11.502094,Extremely Good
475.314,94.0,16.24638,Extremely Bad
98.086,49.453,15.331636,Moderately Good
84.817,60.008,15.570961,Moderately Bad
52.724,17.597,24.936923,Moderately Good
60.82,6.776,14.39899,Extremely Good
361.48,75.343,13.921844,Moderately Bad
413.519,51.229,16.035938,Extremely Bad
383.965,13.82,17.824217,Moderately Bad
245.267,41.124,11.825548,Extremely Good
137.966,51.808,13.686737,Moderately Good
294.053,65.508,10.611163,Moderately Bad
472.577,65.781,13.478261,Moderately Bad
81.026,44.569,19.944388,Moderately Good
328.022,85.966,14.390568,Moderately Bad
223.579,9.398,12.708464,Extremely Good
492.593,92.861,16.237837,Extremely Bad
498.633,70.336,11.964225,Moderately Bad
24.06,62.779,11.090627,Moderately Good
398.781,84.767,10.234082,Moderately Bad
469.235,60.481,23.789118,Extremely Bad
159.105,19.29,11.865318,Extremely Good
75.659,37.118,14.554737,Extremely Good
310.539,83.447,17.109642,Extremely Bad
422.905,70.853,12.941548,Moderately Bad
369.927,52.614,12.270202,Moderately Bad
320.4,68.789,20.881485,Extremely Bad
16.188,92.496,15.032022,Moderately Bad
123.469,69.329,19.97443,Moderately Bad
479.122,42.162,11.966411,Moderately Good
232.735,72.548,15.644338,Moderately Bad
422.859,2.848,21.435761,Moderately Bad
311.279,2.458,12.836287,Moderately Good
369.062,43.277,12.766633,Moderately Good
197.729,35.14,14.571736,Extremely Good
398.543,73.874,22.70806,Extremely Bad
125.251,54.649,22.484249,Moderately Bad
357.358,60.077,17.082146,Extremely Bad
378.648,40.834,19.123739,Moderately Bad
44.675,75.715,12.495666,Moderately Good
385.581,35.03,16.275323,Moderately Bad
43.564,42.443,22.170895,Moderately Good
168.957,77.666,14.231024,Moderately Good
409.332,40.061,14.315576,Moderately Good
456.399,37.709,10.271095,Moderately Good
453.374,2.712,22.727162,Moderately Bad
45.749,27.961,22.668239,Moderately Good
479.131,10.919,11.241299,Moderately Good
258.883,1.452,20.077842,Moderately Bad
90.306,43.341,10.907405,Extremely Good
485.164,62.105,20.462194,Extremely Bad
265.386,81.819,12.923066,Moderately Bad
271.56,11.602,19.518449,Moderately Bad
306.95,26.158,22.26099,Moderately Bad
3.821,66.188,11.675646,Moderately Good
131.627,51.5,21.558053,Moderately Bad
258.635,35.512,20.743485,Moderately Bad
108.245,32.999,24.639353,Moderately Good
82.015,28.511,21.190049,Moderately Good
478.063,26.726,18.067765,Moderately Bad
135.918,63.636,20.86924,Moderately Bad
28.724,0.791,14.749579,Extremely Good
461.445,11.23,21.80012,Moderately Bad
281.682,64.113,19.437137,Extremely Bad
140.861,48.176,15.305089,Moderately Good
244.64,44.215,21.545236,Moderately Good
119.861,25.124,10.516605,Extremely Good
126.376,38.963,23.408433,Moderately Good
14.045,84.423,15.421294,Moderately Bad
313.939,31.678,19.065983,Moderately Bad
106.223,99.393,13.287734,Moderately Good
301.727,33.757,16.844696,Moderately Bad
446.12,63.738,14.026655,Moderately Bad
299.909,46.051,17.251309,Moderately Bad
336.448,10.05,20.344102,Moderately Bad
93.334,19.145,21.301219,Moderately Good
283.799,97.011,18.869804,Extremely Bad
108.412,81.88,24.126637,Moderately Bad
247.786,45.126,24.877642,Moderately Good
12.535,81.558,15.828001,Moderately Bad
237.077,68.271,24.36173,Moderately Bad
251.048,71.452,10.964284,Moderately Bad
188.771,30.989,19.735796,Moderately Good
383.715,40.148,22.467595,Moderately Bad
77.018,20.313,13.827807,Extremely Good
485.028,49.486,13.595899,Moderately Good
3.11,9.572,12.451635,Extremely Good
170.813,86.193,12.635314,Moderately Good
380.802,64.899,14.944122,Moderately Bad
316.759,42.727,18.420052,Moderately Bad
482.069,4.795,19.626814,Moderately Bad
408.508,74.518,21.391883,Extremely Bad
29.565,90.166,22.627006,Moderately Bad
332.099,75.506,11.226715,Moderately Bad
346.722,67.603,16.140701,Extremely Bad
305.595,60.291,20.869184,Extremely Bad
124.158,49.665,10.73345,Extremely Good
398.868,30.773,24.631752,Moderately Bad
423.585,11.469,19.169993,Moderately Bad
68.982,87.9,15.407508,Moderately Bad
110.512,38.116,23.737604,Moderately Good
302.894,76.762,22.012981,Extremely Bad
250.44,25.333,22.794151,Moderately Bad
53.984,6.207,11.515945,Extremely Good
456.614,77.234,24.217461,Extremely Bad
289.218,40.767,12.578259,Moderately Good
319.751,85.414,18.610826,Extremely Bad
100.928,80.215,13.580893,Moderately Good
339.306,94.797,19.091582,Extremely Bad
332.508,19.464,24.593493,Moderately Bad
494.417,65.707,14.925817,Moderately Bad
147.81,22.117,22.25048,Moderately Good
108.841,35.9,15.085471,Moderately Good
210.883,84.961,21.110359,Moderately Bad
95.481,21.112,19.993576,Moderately Good
169.86,46.291,19.894042,Moderately Good
472.79,23.61,11.514606,Moderately Good
36.646,7.757,10.336719,Extremely Good
82.196,3.307,20.579169,Moderately Good
166.319,44.523,19.721856,Moderately Good
270.133,82.13,17.798574,Extremely Bad
140.829,64.896,13.742103,Moderately Good
22.583,23.131,24.464558,Moderately Good
407.098,70.97,22.401292,Extremely Bad
400.482,86.757,21.079197,Extremely Bad
20.086,4.303,15.150169,Moderately Good
78.823,33.453,11.690741,Extremely Good
352.311,48.755,20.446753,Moderately Bad
123.439,70.416,21.466437,Moderately Bad
404.116,7.685,18.558605,Moderately Bad
498.987,20.315,24.301101,Moderately Bad
75.701,31.072,19.412905,Moderately Good
75.489,32.435,23.681205,Moderately Good
426.304,32.68,11.025916,Moderately Good
167.274,67.137,12.844397,Moderately Good
199.494,16.284,16.033456,Moderately Good
207.588,28.179,15.2079,Moderately Good
247.194,56.154,15.16774,Moderately Bad
452.265,24.726,14.482359,Moderately Good
341.433,19.848,18.06469,Moderately Bad
277.293,27.888,24.821045,Moderately Bad
401.938,46.318,24.203028,Moderately Bad
441.728,98.853,13.51151,Moderately Bad
388.92,42.376,23.928694,Moderately Bad
171.418,73.248,16.251993,Moderately Bad
334.092,86.017,15.3647,Extremely Bad
273.691,14.711,24.09815,Moderately Bad
323.177,58.922,17.419485,Extremely Bad
8.689,25.179,21.976522,Moderately Good
496.919,53.238,13.675709,Moderately Bad
431.29,17.146,17.797585,Moderately Bad
323.288,34.888,22.797051,Moderately Bad
473.347,88.022,23.020178,Extremely Bad
308.717,20.703,23.14565,Moderately Bad
252.284,81.368,17.173409,Extremely Bad
301.034,19.692,24.235683,Moderately Bad
82.489,0.423,20.282564,Moderately Good
440.725,36.045,16.972696,Moderately Bad
473.955,91.625,14.452096,Moderately Bad
194.096,81.452,18.389839,Moderately Bad
464.106,53.965,19.647876,Extremely Bad
387.274,54.027,24.540964,Extremely Bad
154.607,88.354,16.385419,Moderately Bad
277.095,58.1,21.511584,Extremely Bad
90.969,7.724,11.656951,Extremely Good
238.654,88.296,16.468315,Moderately Bad
436.191,8.767,20.501869,Moderately Bad
108.443,55.66,10.063509,Moderately Good
399.994,10.787,22.72693,Moderately Bad
207.075,95.452,16.519164,Moderately Bad
457.697,39.165,13.880609,Moderately Good
23.069,4.416,24.327177,Moderately Good
55.888,3.356,17.181824,Moderately Good
225.046,96.252,10.662951,Moderately Good
13.405,81.673,10.513505,Moderately Good
409.071,31.006,20.973997,Moderately Bad
149.422,37.354,18.636597,Moderately Good
377.752,60.37,17.20909,Extremely Bad
238.814,23.581,14.931791,Extremely Good
109.786,43.707,24.468647,Moderately Good
438.459,77.078,13.465861,Moderately Bad
289.694,13.922,24.700202,Moderately Bad
159.953,15.26,23.267833,Moderately Good
39.225,84.934,18.489197,Moderately Bad
149.447,33.704,16.277945,Moderately Good
495.785,34.848,16.327803,Moderately Bad
451.305,87.445,23.325728,Extremely Bad
201.218,74.104,18.321355,Moderately Bad
339.937,41.003,17.803705,Moderately Bad
76.689,18.086,16.286423,Moderately Good
265.251,62.724,16.993265,Extremely Bad
9.965,28.732,12.625744,Extremely Good
56.607,51.35,23.387358,Moderately Bad
212.552,65.091,16.051965,Moderately Bad
104.085,60.863,12.680988,Moderately Good
454.47,79.338,13.190765,Moderately Bad
409.841,96.01,16.858463,Extremely Bad
449.717,19.071,24.247239,Moderately Bad
170.987,43.798,23.645174,Moderately Good
348.299,91.596,16.015644,Extremely Bad
467.093,90.408,16.873845,Extremely Bad
227.28,36.1,23.477864,Moderately Good
179.11,42.441,22.730067,Moderately Good
454.607,51.18,20.24101,Extremely Bad
296.712,90.603,21.087307,Extremely Bad
176.414,19.919,18.217017,Moderately Good
304.905,96.884,19.50797,Extremely Bad
235.553,43.593,10.532872,Extremely Good
290.362,11.951,11.660662,Moderately Good
44.132,14.791,12.783833,Extremely Good
44.906,54.477,22.27382,Moderately Bad
383.726,8.734,17.717491,Moderately Bad
61.513,63.435,16.791296,Moderately Bad
18.375,91.108,16.676623,Moderately Bad
484.355,24.844,10.685927,Moderately Good
376.581,67.564,21.980978,Extremely Bad
193.285,75.635,19.457727,Moderately Bad
91.304,54.476,15.475637,Moderately Bad
400.858,8.553,19.602536,Moderately Bad
161.111,80.222,21.040523,Moderately Bad
302.134,96.082,10.869301,Moderately Bad
372.845,6.464,22.517334,Moderately Bad
391.316,28.471,10.258161,Moderately Good
171.882,16.943,10.046622,Extremely Good
431.309,17.423,10.732182,Moderately Good
411.377,94.709,21.558129,Extremely Bad
210.671,7.938,16.053118,Moderately Good
474.449,69.372,10.59146,Moderately Bad
451.346,93.423,19.197442,Extremely Bad
397.458,27.322,13.022929,Moderately Good
330.267,40.918,14.788354,Moderately Good
416.625,96.293,17.162916,Extremely Bad
115.443,41.27,15.872587,Moderately Good
97.4,90.624,22.324093,Moderately Bad
273.335,32.616,17.256786,Moderately Bad
114.347,90.068,16.766863,Moderately Bad
58.3,50.389,13.341687,Moderately Good
487.195,20.578,10.170909,Moderately Good
270.516,6.723,17.888627,Moderately Bad
344.462,28.141,15.6572,Moderately Bad
438.289,91.797,14.1661,Moderately Bad
21.254,98.518,16.505423,Moderately Bad
132.263,74.618,11.247005,Moderately Good
100.486,31.815,16.942709,Moderately Good
168.762,54.522,16.450668,Moderately Bad
142.204,61.113,18.572853,Moderately Bad
417.381,38.569,20.095676,Moderately Bad
412.349,49.764,24.168113,Moderately Bad
141.543,81.977,13.829482,Moderately Good
292.883,71.909,24.019777,Extremely Bad
379.619,53.52,13.947297,Moderately Bad
132.192,61.106,21.265722,Moderately Bad
356.008,14.219,20.751396,Moderately Bad
312.672,13.553,19.653202,Moderately Bad
219.101,43.95,12.298742,Extremely Good
